ID,Link,name,scores,comments_30days,rate_30days,comments,rate,date,developer,languages,price,tags,metalink,criticScores,userScores,scoreList,reviewList
236390,https://store.steampowered.com/app/236390/,War Thunder,81.0,"6,320",77.0,"194,574",80.0,2013年8月15日,Gaijin Entertainment,16.0,0.0,"['免费', '二战', '多人', '模拟', '战争', '飞行', '坦克', '军事', '大型多人在线', '动作', '拟真', '历史', '射击', '团队导向', '合作', '策略', '街机', '第一人称射击', '开放世界', 'TrackIR']",https://www.metacritic.com/game/pc/war-thunder?ftag=MCD-06-10aaa1f,81.0,5.8,82.42857142857143,overall war thunder tank battles are great even at early stage don’t even if free play qualities war thunder are so many stands up new reference flight combat simulations one war thunder player’s skill more important than his wallet premium vehicles offer no combat advantages there no ammo or so no amount cash will buy spot top food p56 offers lot different play styles lets play arcade mode or more realism limited ammunition - or lets play more complex simulation mode war thunder rules air lack polish hurts does dull ground warfare official launch war thunder reminded me why i like so much chaotic - contrast reliably designed world tanks thats why can really fun frustrating at same time theres tons great vehicles (and planes are difficult simulation mode there are also balance technical issues strong visuals convincing audio backing up i thoroughly enjoyed time i spent inside my hawk generous free-to-play model never got way 
945360,https://store.steampowered.com/app/945360/,Among Us,85.0,"37,739",93.0,"417,003",95.0,2018年11月16日,Innersloth,6.0,22.0,"['多人', '在线合作', '太空', '社交推理', '生存', '欢乐', '二维', '合作', '心理', '本地多人', '卡通化', '休闲', '彩色', '独立', '科幻', '小游戏', '外星人', '纵轴', '本地合作', '玩家对战']",https://www.metacritic.com/game/pc/among-us?ftag=MCD-06-10aaa1f,85.0,7.1,85.0,accessible enough everybody among us out everyone’s inner psychopath sherlock short addictive bursts gameplay thats long enough satiate sleeper hit become staple your games library gaming nights come anyone who can rally up some friends simply needs give among us try feel brilliant tension builds up within group trust everyone becomes suspicious 12/2020 p42 among us successfully devious gameplay games video form murder deception whimsical cartoony spaceship so much fun only real question what took so long catch on? diving into among us i see charm despite simplicity i cant help love way makes me look at everyone if they are super among us what unapologetically so year may bad having fun experiences definitely among us provides much-needed from reality without taking itself too seriously among us perfect party play short bursts or environment addictively entertaining premise simple controls brilliant execution if haven’t played yet need right now unique mix easily understandable mechanics well-paced gameplay depth fun among us issue#307 among us can definitely provide pleasant evenings manipulation friends has ingredients will appeal greatest number already popular concept however formula may run out steam quickly if does not incorporate new features also lets hope developers come grips particularly annoying server bugs room improvement wide there no doubt will able change by provides 
782330,https://store.steampowered.com/app/782330/,DOOM Eternal,88.0,"7,827",92.0,"93,222",89.0,2020年3月19日,id Software,13.0,199.0,"['动作', '第一人称射击', '好评原声音轨', '血腥', '恶魔', '暴力', '快节奏', '第一人称视角', '射击', '单人', '鲜血', '多人', '科幻', '氛围', '末日', '成人', '剧情丰富', '冒险', '恐怖', '困难']",https://www.metacritic.com/game/pc/doom-eternal?ftag=MCD-06-10aaa1f,88.0,8.0,87.7142857142857,result dozen levels span incredibly diverse range locations eclipse everything can see doom just first couple hours double jump dash wall climbing create opportunity platforming puzzles sprawling worlds developers have their full potential if loved doom 2016 i think you’re are going love doom eternal takes best parts 2016 somehow finds way improve them throw some amazing easter eggs new enemy types movement mechanics level design have formula amazing sure it’ll take level or so figure out new combat rhythm once find you’ll never want go back doom eternal panicked nightmare pushes point click more skill style than ever before doom eternal fast-paced gory excellent weapons feel great new systems gadgets make combat flow even better than previous levels are bigger easier navigate when combat flow hits nothing better shooting blowing up demons have never been better doom eternal kicks ass smarter than looks faster than looks somehow even more fun than looks platforming doom combat encounters are quite possibly best genre snappy movement varied arsenal executions alongside soundtrack mixes atmospheric pounding devastating all feed into game’s trademark frenetic action there’s unrivaled euphoria crushing demon’s head before moving kill hundreds more his friends equally brutal ways really only thing holding doom eternal back from reaching full potential platforming which – although improved – take up too much time could have been spent doing what doom eternal does best: letting shoot literal hell out scores demons can tedious faux angst exuberance can probably level or two too long end there’s something so lovable about doom eternal so endearingly goofy about gory glory kills so affectionate way monster looks at me i shove blade up through chin out top conventional wisdom monsters doom gameplay are resources what i call shortage just necessary harvesting monster crop more point they’re my jungle swing bars all together make colorful over-the-top playground blaring metal music blazing quick movement splatter gunplay it’s enough win over even coldest critical heart 
242760,https://store.steampowered.com/app/242760/,The Forest,83.0,"11,698",96.0,"197,307",94.0,2018年4月30日,Endnight Games Ltd,16.0,70.0,"['开放世界生存制作', '生存', '开放世界', '恐怖', '制作', '冒险', '建造', '生存恐怖', '第一人称视角', '动作', '探索', '沙盒', '氛围', '模拟', '单人', '独立', '拟真', '血腥', '抢先体验', '僵尸']",https://www.metacritic.com/game/pc/the-forest?ftag=MCD-06-10aaa1f,83.0,7.3,80.0,forest awkward open-world survival thrilling play because intense atmosphere confusing maps annoying enemies make really hard me immerse into it’s brilliant blends survival horror into one terrifying tense experience story weaves well-written gameplay — particularly progression — perfectly refined there are few games hilariously engaging their co-op forest frequently flirts perfection fantastic engrossing survival-horror experience from start finish forest one best survival games date especially because interesting story inspired by horror movies like descent everything here remind surrounding nature will do everything destroy your morale your life oppressive stressful so exhilarating forest made any survival games fans even if suffers from weird physics ai crowded landscape littered few too many survival crafting games forest makes pretty strong case itself open-ended world balanced by story moves forward forest contains both freedom tension provides not just means player survive compelling reason do so if were already tired fighting horrendous mutants alternative ending only valid reason return forest if contrary have lived under rock until now missed we invite pack board watch out forest begins great survival soon becomes mediocre due dull action poor gameplay mechanics narrative are some elements make hard recommend 
381210,https://store.steampowered.com/app/381210/,Dead by Daylight,,"9,178",86.0,"302,048",83.0,2016年6月14日,Behaviour Interactive Inc.,17.0,82.0,"['恐怖', '生存恐怖', '多人', '在线合作', '生存', '潜行', '血腥', '鲜血', '合作', '第三人称视角', '团队导向', '暴力', '第一人称视角', '动作', '氛围', '心理恐怖', '策略', '喜剧', '成人', '困难']",https://www.metacritic.com/game/pc/dead-by-daylight?ftag=MCD-06-10aaa1f,71.0,6.0,72.28571428571429,amazing survival horror experience my favourite indie so far year; you’ll sure hell see one my list top 5 games 2016 dead by daylight good lacks content hope see more soon slasher genre fits great multiplayer dead by deadlight proof jason voorhees despite lack content launch dead by daylight original adventure multiplayer worth captures perfectly style classic movies horror idea great really intense fun when played friends however not most polished experience so might worth waiting seeing how improves upcoming months dead by daylight fantastic concept practice needed much more work put into dead by daylight executes concept competitive horror well only point 
292030,https://store.steampowered.com/app/292030/,巫师 3：狂猎,93.0,"15,490",97.0,"424,831",98.0,2015年5月18日,CD PROJEKT RED,16.0,127.0,"['开放世界', '角色扮演', '剧情丰富', '氛围', '成人', '奇幻', '冒险', '单人', '选择取向', '裸露', '好评原声音轨', '第三人称视角', '动作', '中世纪', '多结局', '动作角色扮演', '黑暗奇幻', '魔法', '黑暗', '沙盒']",https://www.metacritic.com/game/pc/the-witcher-3-wild-hunt?ftag=MCD-06-10aaa1f,93.0,9.4,92.42857142857143,current paragon role-playing titles open worlds witcher: wild hunt rich immersive world full significant decisions feeling intelligent epic fantasy peerless new standard open world role-playing games there no such thing perfect witcher 3: wild hunt come close perfect any rpg date probably best open-world rpg ever made still falls prey some genres worst traps witcher 3 impressed not just sheer size also small scale fully enchanting surprises i would gladly hand 100 call forever slow plot movement quest where walked over edge his death variety other nitpicks time sinks makes me have say isnt anywhere perfect - legendary own right memorable not perfect witcher 3: wild hunt achievement cd projekt red studio rich love rpg genre shows each consecutive release their craft has been finer finer tuned if wild hunt any indication next from polish band gamers will something behold most are probably already playing wild hunt loving some reason you’re fence hop off go your favorite gaming now not one want miss witcher 3: wild hunt absolute classic given already has too much content vanilla release more refinement id like see fair few developers offer post release support like cd projekt red do massive adventure good largely outweighs bad shame theyre so closely intertwined from start finish 
255710,https://store.steampowered.com/app/255710/,Cities: Skylines,85.0,"3,546",93.0,"108,086",92.0,2015年3月10日,Colossal Order Ltd.,9.0,88.0,"['城市营造', '模拟', '建造', '策略', '管理', '沙盒', '单人', '可模组化', '经济', '资源管理', '拟真', '模组', '重玩价值', '休闲', '阖家', '即时含暂停', '现代', '好评原声音轨', '欢乐', '动作']",https://www.metacritic.com/game/pc/cities-skylines?ftag=MCD-06-10aaa1f,85.0,8.8,83.85714285714286,managed everything i had hoped would then some all wonderful attention little details customization options fans genre wont want miss one what simcity should have been simply best city builder so far great support modders lot fun all fans genre ultimately cities: skylines has provided exactly what players wanted from simcity 2013 ought all takes convince would-be city planners cities: skylines isn’t without flaws even things wrong add charm might not much challenge delivers glee expansion cities: skylines outstanding simulator accessible deep we could only ask more options possibilities still great experience fans genre will love cities: skylines makes up everything simcity did wrong offers possibility making gigantic cities which infrastructure key building city does well sometimes gets bit too easy which also shows limited offer buildings thankfully quickly growing community knows what touse steam workshop only going get better limber cities: skylines it’s sorely lacking replayability instead lets get most out your favorite city by encouraging endlessly optimize furthermore giving tools need do come ant farm spectacle spreadsheet detail stay endless cultivation your favorite garden 
346110,https://store.steampowered.com/app/346110/,ARK: Survival Evolved,,"9,011",89.0,"312,068",79.0,2017年8月27日,Studio Wildcard,21.0,138.0,"['开放世界生存制作', '生存', '开放世界', '多人', '恐龙', '制作', '建造', '冒险', '基地建设', '合作', '动作', '第一人称视角', '沙盒', '大型多人在线', '单人', '抢先体验', '角色扮演', '龙', '科幻', '独立']",https://www.metacritic.com/game/pc/ark-survival-evolved?ftag=MCD-06-10aaa1f,70.0,5.7,71.71428571428571,itll delight itll make despair ultimately ark will leave real sense satisfaction nov 2017 p76 ambition pulls right direction more force than clunkiness other way it’s always more enjoyable spend time tries something new exciting stumbling along way than tries tick focus boxes if also happens simulate entire prehistoric ecosystem produces bewildering emergent scenarios like clockwork all better when i’m having good time ark i’m having really good time problem those moments are usually one part every nine parts menial grinding crafting - especially at later tech tiers having repeat so much work after failing attempt at boss feels far too punishing some really dumb dinosaurs can take lot challenge sense danger out many primal locations even all those quirks however i’m still hungry play more after 60 hours i’ve spent so far best moments ark dream every dino fan bugs often spoil fun like so many games from minecraft subnautica ark player lot time dedicate experience high tolerance repetition fondness chaos unexpected sci-fi single player campaign ark at least offers solo player chance get without threat humans ruining whatever progress has been made past two years ark has been helping shape genre now finished feels like genre due next stage evolution ark ambitious project at moment lacks bugs glitches crashes happen too often affect gamer experience potential enormous devs should concentrate their work solve all issues fix what already done instead produce new contents beware: pvp servers are full awful people thats why should buy if are oriented pve experience only survival evolved full rough edges also full some amazing moments over my total playtime kind experience has lot boredom tedium great deal looking other way face bugs also some clear water cooler moments theres something very cool buried here though i cant tell if thats because some developer decisions or spite them 
255710,https://store.steampowered.com/app/255710/,Cities: Skylines,85.0,"3,546",93.0,"108,086",92.0,2015年3月10日,Colossal Order Ltd.,9.0,88.0,"['城市营造', '模拟', '建造', '策略', '管理', '沙盒', '单人', '可模组化', '经济', '资源管理', '拟真', '模组', '重玩价值', '休闲', '阖家', '即时含暂停', '现代', '好评原声音轨', '欢乐', '动作']",https://www.metacritic.com/game/pc/cities-skylines?ftag=MCD-06-10aaa1f,85.0,8.8,83.85714285714286,managed everything i had hoped would then some all wonderful attention little details customization options fans genre wont want miss one what simcity should have been simply best city builder so far great support modders lot fun all fans genre ultimately cities: skylines has provided exactly what players wanted from simcity 2013 ought all takes convince would-be city planners cities: skylines isn’t without flaws even things wrong add charm might not much challenge delivers glee expansion cities: skylines outstanding simulator accessible deep we could only ask more options possibilities still great experience fans genre will love cities: skylines makes up everything simcity did wrong offers possibility making gigantic cities which infrastructure key building city does well sometimes gets bit too easy which also shows limited offer buildings thankfully quickly growing community knows what touse steam workshop only going get better limber cities: skylines it’s sorely lacking replayability instead lets get most out your favorite city by encouraging endlessly optimize furthermore giving tools need do come ant farm spectacle spreadsheet detail stay endless cultivation your favorite garden 
703080,https://store.steampowered.com/app/703080/,动物园之星,81.0,"2,004",90.0,"31,374",88.0,2019年11月5日,Frontier Developments,18.0,180.0,"['管理', '模拟', '建造', '自然', '城市营造', '沙盒', '经济', '阖家', '拟真', '好评原声音轨', '单人', '资源管理', '可爱', '策略', '放松', '欢乐', '休闲', '开放世界', '马匹', '氛围']",https://www.metacritic.com/game/pc/planet-zoo?ftag=MCD-06-10aaa1f,81.0,8.1,80.28571428571429,nearly flawless planet zoo masterpiece tycoon simulation one most relaxing engaging fantastical pieces entertainment 2019 showcase fun mechanics really draws from wealth experience frontier developments developer impossible not recommend anyone who has even passing notion about genre get this! i suspect many players will have uneven time planet zoo at times pretty straightforward provides player plenty feedback so they can improve their zoo other times has digging around areas are unnecessarily tough figure out tutorials barely touch feature (if at thing planet zoo so charming appealing fun parts outweigh frustrating ones not perfect genre one best ones can play right now here now planet zoo best zoo management around it’s not even close also features far stronger management systems than frontier has ever achieved before culminating fantastic package tycoon animal fans alike there’s lot love here even if scope creativity can’t hope match planet coaster planet zoo has turned out complete satisfying product capable entertaining wide audience thanks intuitive interface accompanied by intriguing graphics complete localization italian planet zoo will first make remember zoo tycoon then happily forget when realize you’ve got yourself new good ancient predecessor r planet zoo excellent zoo management sim impressive campaign terrific graphics hardcore management sim fans may enjoy planet zoo others may find overly complex packed overwhelming amount management options 
